bank_tier,current_version,target_version,version_jump_size,system_age_months,last_upgrade_months_ago,code_customization_percent,third_party_integrations,avg_transaction_volume,peak_transaction_volume,system_uptime_percent,avg_response_time_ms,incident_count_last_6months,unplanned_downtime_hours_last_year,infrastructure_model,server_count,database_size_gb,concurrent_users,network_bandwidth_mbps,power_stability_score,deployment_strategy,deployment_automation_level,pm_methodology,critical_incidents_last_year,test_environment_available,backup_verified,rollback_plan_exists,staff_training_completed,early_stage_testing_completed,cbn_compliance_verified,data_localization_compliant,cyber_security_framework_updated,bcp_dr_plan_tested,customer_satisfaction_score,customer_complaints_last_quarter,digital_banking_adoption_percent,service_disruption_tolerance_hours,upgrade_window_hours,business_critical_period,regulatory_compliance_required,dedicated_team_size,vendor_support_available,budget_allocated_usd,external_consultant_engaged,upgrade_success,upgrade_risk_score,system_health_score
tier2,v10.1,v10.1,minor,61,9,58.331176023670935,15,280213,699270,97.2875709006874,459,4,24,on_premise,21,23378,1753,3987,88.57310294918854,blue_green,62.037362839492154,agile,4,1,1,1,1,1,1,1,1,0,82.170479797596,7,57.99624509179845,10,27,1,1,13,1,913767,1,1,49.98066476906098,65.46378545034369
tier1,v9.2,v10.1,major_2x,73,20,66.6809716864395,45,435623,619913,98.00203862838748,980,13,14,public_cloud,37,37811,9816,3962,100.0,big_bang,51.15832350095856,agile,6,1,1,1,1,1,1,1,0,0,94.02385131205844,11,57.35303916597947,11,20,1,1,8,1,4963385,1,1,100.0,33.401019314193746
microfinance,v8.5,v9.0,minor,42,11,20.4240944319267,29,193162,415249,96.45682948995356,171,3,17,on_premise,10,7879,4354,2031,73.79681909256904,canary,33.170503463133116,kanban,4,1,1,1,1,1,0,1,0,0,79.57450446376188,13,58.73895787064088,1,4,1,0,6,1,412594,0,1,81.3510943856132,77.30841474497679
tier3,v9.2,v10.1,minor,59,11,63.9192954939664,15,258656,506887,97.99075937660378,1207,10,27,on_premise,7,5092,1097,2085,74.86041371619058,blue_green,13.279412245921264,waterfall,1,1,1,1,1,1,1,1,0,0,81.10313554502012,11,42.46932669558708,3,11,0,0,4,1,2125435,0,1,100.0,31.35537968830188
tier2,v8.2,v9.2,major_1x,52,27,60.96877326271782,26,289440,442027,99.11596308744356,1382,5,17,on_premise,18,29746,4433,1905,77.04072541146763,canary,72.4451157473545,agile,2,1,1,1,1,1,1,0,1,1,83.85630513835076,13,52.445332021311145,9,30,0,0,12,1,3555662,1,1,73.37295964157265,48.41798154372178
tier1,v8.2,v10.1,major_1x,27,8,70.87907964542649,47,210233,698841,95.97825260326437,1805,3,19,private_cloud,41,34061,7461,5848,85.71468087693738,blue_green,42.19500820208167,scrum,7,1,1,1,1,0,1,1,0,1,78.63061610360653,11,57.475076914420086,2,59,0,0,7,0,2595502,1,1,71.8993477482257,43.38912630163218
tier2,v8.5,v10.1,minor,97,18,22.939388664854018,21,304152,591751,98.59779645438056,481,11,6,private_cloud,23,18554,5948,4079,90.44480916244399,big_bang,32.93980188571681,agile,1,1,1,1,1,1,1,0,0,1,72.64730337802814,9,64.75138848432859,10,54,0,1,6,1,2152805,0,1,100.0,53.678898227190274
tier2,v10.1,v10.1,minor,28,24,22.91023845473148,41,357291,399179,95.930246918503,955,2,41,private_cloud,39,31297,4620,3677,82.48362178424973,rolling,17.11312145725433,agile,3,1,1,1,1,1,1,1,0,1,86.8901685968336,10,77.36937832646397,5,39,1,0,12,1,1920895,0,1,49.90495362353105,52.36512345925149
tier3,v9.2,v10.5,major_2x,87,38,29.27864217108817,13,246540,322305,95.52473519882386,561,1,13,hybrid_cloud,8,15262,3377,2994,91.57900191532366,big_bang,38.40914826719264,agile,3,1,1,1,0,1,1,1,1,1,65.16835417807329,10,46.51378622021515,6,46,1,1,3,1,1382050,1,1,65.33747817171016,77.04236759941193
tier3,v9.2,v10.5,major_2x,94,29,16.067795509018516,5,311869,352467,98.6354744517474,1403,7,22,private_cloud,11,6010,4899,1337,74.58242668868826,big_bang,32.7460041922123,scrum,2,1,1,1,1,1,1,1,1,0,80.3989422785572,23,49.01389403373191,3,45,0,1,10,0,1667803,0,1,99.83590533823153,39.2577372258737
microfinance,v8.5,v10.5,major_2x,55,16,15.99003695688874,14,241021,235871,96.72144692984479,840,6,25,hybrid_cloud,17,15900,941,2105,77.50146943848023,rolling,8.639449909991079,scrum,2,1,1,1,1,1,1,1,1,0,77.61927111622629,13,61.530345672236386,5,14,0,0,6,1,425558,0,1,79.01091059374848,51.06072346492239
tier2,v8.5,v10.1,minor,103,13,22.900752250777078,28,185183,536550,96.02530637602054,551,12,13,hybrid_cloud,12,24860,5215,5140,81.7365983205897,canary,66.49213874378893,scrum,5,1,1,1,1,1,1,1,0,1,77.91851657249991,6,55.51459641387647,4,61,0,0,4,1,1769214,1,1,92.30983837208089,44.492653188010266
tier1,v8.2,v9.2,major_1x,115,23,61.68177397203114,15,477950,361833,98.10159567555888,1790,14,35,private_cloud,16,16034,4715,9723,94.24197869985096,rolling,20.644966799421898,scrum,6,1,1,1,1,1,1,1,1,0,74.75766290461289,9,68.81877908057838,12,40,0,0,16,1,1887801,0,1,97.80375239636815,3.7507978377794444
tier3,v9.0,v10.1,minor,10,25,14.17903840526901,28,162081,380912,96.17476996559157,1187,0,7,hybrid_cloud,11,4983,2708,4252,72.0001861781813,big_bang,15.28231627829311,waterfall,0,1,1,1,0,1,0,1,1,1,74.09797529336626,13,74.97847791683571,8,54,0,1,13,1,817627,0,1,65.77003991838808,70.84738498279579
tier3,v8.5,v9.0,major_2x,74,29,17.0884736015088,9,241837,506821,96.88915421963678,927,11,33,on_premise,24,21747,1790,2683,83.7523109908681,big_bang,35.484655227568894,agile,1,1,1,1,1,1,1,1,0,1,79.57045461541693,13,65.27959209034402,6,24,0,0,8,1,1010599,0,1,100.0,30.404577109818405
tier3,v9.0,v9.2,minor,31,38,64.3367924658702,29,106746,647992,97.45886057790406,868,8,28,private_cloud,23,5100,2086,6278,79.34510746187229,big_bang,28.89638596924737,kanban,2,1,1,0,0,1,0,1,1,1,81.81244422243267,15,69.30781969848341,9,14,0,0,5,0,2304469,1,1,100.0,43.36943028895203
tier3,v8.5,v10.5,minor,24,22,17.111078690178243,29,180475,174089,98.32793138959563,690,2,22,hybrid_cloud,25,23764,1855,5329,71.99180276289431,rolling,23.63296677443288,scrum,3,0,1,1,0,1,1,1,1,1,63.08768682496066,9,68.85638935788772,7,59,0,0,13,0,1372601,1,1,57.63191327400354,68.36396569479781
tier2,v10.1,v11.0,major_1x,96,34,46.27614393324911,27,312524,722794,95.43139943718162,806,3,12,on_premise,14,16773,2297,3286,88.68234894962787,big_bang,52.51257530245507,waterfall,7,1,1,1,1,1,1,1,1,0,74.06905665691244,10,74.50998241696766,2,13,0,0,7,0,3457707,1,1,65.22607574177135,66.59569971859081
tier3,v10.1,v9.2,major_2x,76,3,47.784416791379314,16,64178,431788,96.00033607135505,292,0,8,on_premise,9,12238,1590,3883,84.23390441463363,blue_green,39.55457144124229,kanban,3,1,1,0,1,1,1,1,1,1,64.88174002989567,9,77.21767912698034,2,54,1,1,5,0,2302013,0,1,56.69985564610784,88.16016803567751
tier2,v8.2,v10.5,major_1x,26,38,71.24500942817984,13,379830,397651,95.80155044729511,479,11,22,hybrid_cloud,20,30833,6026,8048,84.13300642627961,canary,42.71488881845264,agile,3,0,1,1,1,1,1,0,1,1,81.55925125056365,5,52.09697530722792,8,11,1,1,14,0,3394819,0,1,100.0,44.32077522364756
tier1,v8.2,v9.2,minor,88,21,73.61743313097172,11,477518,410931,96.02517542708615,1063,4,14,hybrid_cloud,35,48187,5728,2028,78.10810095799265,rolling,80.97533306672942,agile,8,1,1,1,1,1,1,1,1,1,87.0156959268892,13,64.74918509753388,5,17,0,1,11,0,2002503,0,1,44.93945062944786,57.752587713543065
tier1,v9.0,v9.2,major_1x,34,30,44.37149226978655,48,348258,809700,99.75189777657995,674,10,31,hybrid_cloud,41,25410,8797,5594,84.13484752515645,canary,57.343961760792595,agile,0,1,1,1,0,1,1,1,1,0,85.1532799719669,11,55.108266645198825,12,44,0,0,7,1,3135820,1,1,79.94512755147473,40.895948888289965
tier1,v8.5,v10.1,major_2x,55,17,76.31585070586137,50,434848,221594,99.70932738204249,671,14,8,private_cloud,25,12183,6945,9285,97.89259227201232,big_bang,98.19765922987375,agile,4,1,0,1,1,1,1,1,1,1,65.91044043927728,6,82.53537865712492,2,22,0,1,14,0,4284861,0,1,100.0,40.43466369102124
tier3,v9.2,v9.0,minor,13,2,36.24275120890975,28,184344,531622,97.90172169020892,1076,11,30,on_premise,12,10686,4195,3305,72.20175043458855,blue_green,57.315959315369035,waterfall,0,1,1,1,1,0,1,1,0,1,73.18824977460062,16,52.17604957819783,2,25,1,1,5,1,1421337,0,1,100.0,29.430860845104462
tier2,v8.2,v11.0,major_2x,45,44,54.129480640253774,32,192872,454268,97.97343212693814,1542,11,29,hybrid_cloud,10,26938,4148,5042,77.14076213217209,blue_green,18.430478152187398,agile,1,1,0,1,1,0,0,1,1,1,75.61201196107729,10,48.262645910807684,5,64,0,1,13,0,910768,1,1,100.0,20.646716063469057
tier3,v9.2,v10.5,major_2x,52,29,26.76729092101446,29,55405,277264,98.25225723945536,337,1,22,on_premise,7,24097,1498,4167,99.78128158261913,canary,23.534220764072117,agile,1,1,1,1,1,0,1,1,1,1,78.63449815516488,10,76.31615608488156,4,33,0,1,12,1,1148299,1,1,70.44015106813742,78.38612861972769
microfinance,v9.2,v9.2,minor,44,35,44.32731667470288,23,181142,208420,95.31095749961518,1023,2,6,on_premise,23,4266,2964,2331,70.38079487054478,big_bang,33.544996158721865,agile,5,1,1,1,1,1,1,1,1,1,80.30027328883052,15,64.45648314179147,4,52,0,1,9,0,1051500,1,1,66.04201841972304,68.19547874980759
tier2,v8.5,v11.0,minor,78,33,46.31922252584777,8,145905,425238,95.89376234962981,254,12,41,hybrid_cloud,12,27367,2089,3218,98.57648211036002,rolling,45.432182745756634,scrum,5,0,1,1,1,0,1,1,0,1,74.93094353317535,7,51.652479860952276,3,64,0,1,16,0,2756462,1,1,100.0,36.36688117481491
tier2,v9.0,v9.2,minor,39,29,50.389012524899194,41,343110,602120,96.67874521584997,1129,11,20,private_cloud,28,18317,7706,6799,86.34508034958061,big_bang,14.000143409812079,agile,7,1,1,1,1,1,1,1,1,1,89.37556858185114,11,70.84657326076366,7,27,0,0,11,1,1883083,1,1,100.0,32.75937260792499
tier3,v8.5,v9.0,minor,54,10,49.98389792919135,5,312126,401559,98.19726552668672,1027,0,3,hybrid_cloud,28,7052,5692,4602,82.7357112330286,big_bang,39.801630671822394,kanban,3,1,1,0,1,1,1,0,1,0,66.04627923686068,12,58.049206446470045,4,30,0,0,5,0,1072882,0,1,55.26182863175904,77.05863276334335
tier2,v8.2,v11.0,major_1x,93,25,24.69416474305573,23,369826,719197,97.29488654917029,494,3,18,private_cloud,11,31404,2608,1874,83.88629018734659,big_bang,55.59905408484354,agile,0,1,1,1,1,1,1,1,1,1,74.57333174206495,8,46.97832309436171,3,40,0,0,10,1,853737,0,1,53.81758667993891,70.76744327458515
tier1,v9.2,v10.5,major_1x,65,6,35.49044042214967,31,313000,702745,97.81009750120727,925,14,20,hybrid_cloud,45,45795,9980,2008,86.04532977727033,big_bang,54.386090782071534,agile,2,1,1,1,1,1,1,1,0,1,90.40055422650492,8,54.64987905695022,5,40,0,0,9,1,4307465,0,1,100.0,28.40504875060364
tier2,v8.5,v9.2,major_1x,107,42,58.06175183081456,7,194081,552724,96.32981145720211,854,4,28,private_cloud,29,22676,1678,7776,72.68559897114386,rolling,75.02695852774774,agile,4,0,1,1,1,1,1,1,1,1,86.73859803154012,10,68.12684180475519,10,32,0,0,10,1,3689206,1,1,57.81863992976989,55.08490572860106
tier2,v8.5,v9.0,minor,75,4,24.123124145988758,36,258217,292541,97.9945810107205,273,6,23,private_cloud,37,11150,7494,5339,84.34054818537427,blue_green,51.96593717961106,waterfall,1,1,1,1,1,1,1,1,1,1,90.89633889088451,14,80.05695887500181,9,36,1,0,12,1,3366071,1,1,56.368341281386016,64.03729050536025
microfinance,v8.5,v11.0,major_1x,13,22,29.13983280506231,17,31515,367484,98.02605802079357,580,2,6,hybrid_cloud,9,12295,2479,4076,67.47090683539957,big_bang,47.8280030937776,waterfall,1,0,1,1,1,0,1,1,0,1,63.031983993554604,18,65.29707044677039,6,52,0,0,4,1,1296423,0,1,96.43060480533764,78.4130290103968
tier3,v8.2,v9.2,major_1x,76,41,49.09635056718894,10,250782,569418,96.41024448145075,307,10,20,hybrid_cloud,19,23917,4773,3016,76.52866220489679,blue_green,43.556711196481785,waterfall,4,0,1,1,1,1,1,1,1,1,82.68687518617024,14,65.0009352061137,6,22,0,1,7,0,1584994,0,1,92.71085645885732,52.06512224072537
tier3,v9.0,v9.2,major_2x,76,40,63.97828606731906,13,192429,485688,97.43941334168963,853,5,11,hybrid_cloud,13,21068,3777,976,78.87592432068054,blue_green,64.1956752438999,waterfall,2,0,1,0,1,1,1,1,1,0,82.13750706065183,17,59.06509376202909,9,34,0,0,10,0,1468846,1,1,88.87557480607543,61.15970667084481
microfinance,v8.5,v10.5,minor,66,25,15.171092741169357,25,153437,271329,96.2063750170822,157,1,20,on_premise,14,16409,2229,2822,73.26040740307394,big_bang,15.20871292531709,scrum,2,0,1,1,1,1,0,0,0,0,86.48402349536252,12,58.34343248121682,6,50,0,1,10,0,301752,0,1,100.0,81.9631875085411
tier3,v8.2,v9.0,major_1x,22,23,40.86885665409599,18,179964,587024,98.05595587805395,557,10,15,on_premise,24,18190,4128,3366,79.67519862818752,big_bang,59.22754119459565,scrum,3,0,1,1,0,1,0,1,1,1,74.95771443619421,15,43.92355531704703,6,52,1,0,11,1,1265251,1,1,100.0,50.38797793902698
tier2,v9.2,v10.1,major_2x,33,35,19.266167563406427,42,144338,272854,97.30571907372297,1332,8,23,hybrid_cloud,38,28040,3804,5044,83.43638352041161,blue_green,43.87530881708214,agile,4,1,1,1,1,1,1,1,0,1,85.96225415346268,9,66.31358674161244,6,25,1,1,8,1,1098967,1,1,96.55935833985757,36.512859536861484
microfinance,v10.1,v9.2,major_1x,71,20,30.95211353242302,4,216904,296020,96.23099147609487,1182,4,30,on_premise,18,15048,1989,3208,65.8763590097084,blue_green,42.76179147696164,waterfall,5,0,1,1,1,1,1,1,1,1,86.44222957088908,13,45.20875075815989,8,28,0,0,10,1,1708848,1,1,68.65531448942664,47.47549573804743
tier3,v8.2,v11.0,minor,46,37,22.145211344313513,10,112278,464357,96.73190317315022,656,0,12,hybrid_cloud,25,9231,3236,1497,83.72284055386045,canary,42.23079191510945,kanban,2,1,1,1,1,0,1,0,1,1,61.821549571483594,13,77.24042532463643,9,39,0,1,3,1,2586460,1,1,51.3825639178516,79.2459515865751
tier3,v10.1,v10.5,minor,89,38,48.16118063110882,11,215931,452433,95.56364043621824,436,5,5,on_premise,25,5700,1266,5846,69.74642386994405,canary,12.966681771264277,waterfall,2,1,1,1,1,1,1,1,1,0,81.36220293044524,16,55.236095858701496,8,13,0,0,7,1,1783357,1,1,66.49772452590659,71.56182021810912
microfinance,v8.5,v10.5,major_2x,92,39,50.621822748526796,24,187117,86951,97.95494253437181,469,2,26,private_cloud,23,3505,3695,3225,77.49311804797821,blue_green,27.88544346186991,scrum,1,1,1,1,1,1,1,0,1,1,63.79493780707057,16,55.97180185980416,8,5,0,1,7,0,1708360,0,1,78.81602675765593,70.59747126718591
tier2,v8.5,v9.2,minor,60,28,29.07497871687621,12,149250,216079,99.22464861056517,398,4,21,on_premise,31,30693,7575,4119,75.88395019192129,canary,60.70394817544635,waterfall,0,1,1,1,0,1,1,1,1,0,83.4774627699316,10,76.59613291154568,4,63,0,0,6,1,3136007,0,1,50.3648204617724,69.15232430528259
tier1,v8.2,v9.2,major_2x,71,34,61.710911394659924,35,459158,502371,97.69522114605415,930,10,29,on_premise,31,41923,5862,7267,100.0,canary,91.36433174156844,kanban,4,1,1,1,1,1,1,1,1,1,75.33146970258623,10,67.44056739328924,5,32,0,1,8,1,3587698,1,1,100.0,35.74761057302709
tier2,v10.1,v9.2,major_2x,56,43,40.90189482552253,30,368808,243719,96.2983202439747,1406,8,31,private_cloud,22,22168,1678,2432,87.14179632302493,blue_green,26.775219923486635,scrum,7,1,0,1,1,0,1,0,1,1,64.32309024761946,6,57.44959602520344,2,23,0,1,12,1,2830010,0,1,100.0,30.529160121987346
tier2,v8.5,v10.1,minor,25,30,31.223460001767965,39,289923,802402,98.05920100902922,628,8,13,hybrid_cloud,31,15996,7038,6552,96.10676300273477,blue_green,36.96108102243559,scrum,4,1,1,0,0,1,0,1,0,1,85.35946343770534,8,50.002950154834366,2,61,0,1,12,0,1761703,1,1,92.93299260984521,55.9696005045146
tier3,v9.2,v9.2,major_1x,13,42,41.244283577527995,12,89190,226905,96.84677711103214,1191,10,7,on_premise,9,17848,3936,2782,69.26416312946156,rolling,29.07890161393467,waterfall,1,1,1,1,1,1,1,1,1,1,68.49171959858674,9,62.68420907349085,2,25,1,0,11,1,705015,1,1,88.56536165074968,41.10338855551606
microfinance,v9.0,v9.0,minor,80,32,30.979028470060957,15,61645,395352,95.94564917661971,645,7,19,hybrid_cloud,13,10684,2365,4084,54.113455081463535,big_bang,32.88870092593541,waterfall,3,1,1,0,0,1,0,1,1,1,62.252570976419335,19,72.39119865732238,4,41,0,1,6,0,630978,1,1,100.0,54.57282458830986
tier1,v9.0,v11.0,minor,48,26,30.950761415169218,43,181600,643134,95.76756761969393,1993,12,35,private_cloud,16,30310,5510,3106,91.1950018378456,canary,88.35544757382124,scrum,1,1,1,1,1,1,1,1,1,1,89.40308764866674,8,76.92880343960111,11,51,0,0,18,0,4842873,0,1,80.73991348683234,4.523783809846961
tier3,v8.5,v9.2,major_1x,46,4,54.05564241161354,6,55937,612517,98.40053315267036,1364,4,17,hybrid_cloud,23,6031,1746,4596,85.424765632237,canary,31.31366881894491,agile,6,1,1,1,0,1,1,1,0,1,78.57652775955172,17,50.14581053638457,6,26,0,1,7,1,2347147,0,1,59.17393868090911,51.42026657633518
tier2,v10.1,v10.1,major_1x,65,28,61.6952067903741,30,90134,792852,98.58382071569702,1311,13,40,hybrid_cloud,37,37782,5702,2986,77.8346458869839,canary,21.437204146322795,scrum,3,1,1,1,0,1,1,1,1,0,88.52940780235915,17,69.01490228551842,1,43,1,1,7,1,925447,1,1,100.0,14.071910357848509
tier2,v8.5,v11.0,minor,36,10,61.86051275436415,8,406317,201734,98.71200522118592,571,1,16,on_premise,33,17381,7354,3183,87.60509491544808,rolling,48.23827316807298,agile,6,0,0,1,1,1,1,1,1,1,77.99451273491172,15,55.180453094775366,4,49,0,1,4,0,1327844,1,1,80.34230242855715,76.93600261059295
tier1,v10.1,v10.5,major_2x,104,42,40.64249610747375,17,136597,811327,97.5302242264659,926,9,20,hybrid_cloud,36,16106,5679,5440,95.11042180910604,rolling,18.20180209181624,agile,8,1,1,1,1,1,1,1,1,1,80.483962214987,8,70.62662795343606,6,32,0,1,14,1,2327227,1,1,89.52519259674713,43.24511211323296
tier2,v9.2,v9.2,minor,63,24,24.461341884061717,31,95614,457047,98.4111205470547,816,11,19,hybrid_cloud,39,16024,7254,7063,82.20226274791251,canary,36.16203056444683,agile,1,0,1,1,1,1,1,0,1,1,80.04182118502933,8,78.89916336037226,3,23,1,0,9,1,3086437,0,1,100.0,40.38556027352735
microfinance,v10.1,v11.0,major_1x,48,7,54.91096196149844,28,188585,361340,97.02236602779533,660,8,19,on_premise,20,16959,924,1153,70.81249112221968,big_bang,32.311235823730385,agile,4,1,0,1,1,1,1,1,1,0,70.16765894283593,9,51.80095906128405,6,28,1,0,8,0,553597,0,1,100.0,51.81118301389766
tier2,v8.5,v10.5,major_1x,41,18,33.93205523686759,36,95410,726590,96.90778246836625,564,8,35,on_premise,13,12559,5099,4513,88.21038708060397,canary,49.06728660879131,kanban,6,1,1,1,0,1,1,0,1,1,89.39319197576216,18,83.2658616916803,10,35,0,1,6,0,3718244,1,1,89.1657610515344,45.67389123418312
tier3,v9.2,v10.1,minor,68,38,53.57390610759084,28,187303,146335,98.23368151004753,1090,10,7,private_cloud,8,25568,1414,4589,69.20215891477285,blue_green,58.449241566907254,waterfall,2,1,1,1,1,1,0,1,1,1,70.96807169551568,16,58.54152713767564,7,55,1,0,11,1,503996,0,1,100.0,43.81684075502376
tier3,v8.2,v9.0,major_2x,49,8,57.38168679010102,34,240421,410969,98.78798571729605,260,2,5,hybrid_cloud,15,22040,4400,2078,84.90595683169346,canary,57.271672458188604,waterfall,0,1,1,1,1,1,1,1,1,0,79.7027050417062,10,49.10255830322833,4,11,0,0,5,1,1119753,1,1,58.8892690585113,85.69399285864803
tier2,v9.0,v9.2,major_1x,63,31,59.95376158286751,13,258164,815327,98.99114529578604,442,6,34,public_cloud,35,31939,4180,5687,79.37463736775041,canary,31.55614443772827,agile,1,1,1,1,1,1,1,1,0,1,64.94737142295081,11,50.233826051163774,10,60,0,0,4,0,2548744,1,1,72.07535995637369,55.655572647893024
microfinance,v8.5,v9.0,major_1x,57,13,31.506525234080552,19,174480,146734,97.66057784779682,754,6,15,on_premise,7,3595,1362,680,86.97255086827846,blue_green,20.159555252900415,kanban,5,1,1,1,1,1,1,0,1,0,68.81084003447606,8,48.1515820338492,1,8,1,0,11,0,662086,0,1,77.77801881756712,58.25028892389841
microfinance,v8.5,v10.1,major_1x,43,18,59.980588779046705,27,224825,129416,97.56668249649341,311,3,12,public_cloud,22,12157,2128,4222,75.47281152049572,rolling,58.95488811340806,agile,5,1,1,1,1,0,1,0,1,1,66.36653975498018,21,56.61462030149349,9,14,1,1,5,1,1269522,0,1,76.63469981146869,77.5633412482467
tier2,v8.5,v11.0,minor,91,32,53.551029692252776,15,150645,466786,98.00197441441667,307,12,19,hybrid_cloud,31,11980,1831,3507,86.9110190308903,blue_green,39.66567181969733,waterfall,4,1,1,1,1,1,1,1,1,0,85.36351038891222,16,62.71633622171796,7,12,0,0,15,1,2685724,0,1,87.93362990329504,47.36098720720834
tier2,v9.2,v11.0,minor,72,23,48.54599719741125,22,102576,173227,98.80976284214667,1225,10,42,hybrid_cloud,13,18369,3148,4085,76.45417309700613,big_bang,21.140416622609713,agile,4,1,1,0,1,0,1,1,1,1,78.16907115032971,13,61.64707168040511,5,56,0,0,11,1,2451530,0,1,100.0,23.904881421073327
tier2,v8.2,v10.1,major_1x,30,15,55.789030662027564,8,214500,707981,97.37769843960949,347,7,32,on_premise,9,31518,4987,1546,89.51081063466317,blue_green,59.441933821048195,agile,6,0,1,1,1,1,1,0,1,1,73.15071743024963,8,80.61290621413242,1,22,1,0,15,0,3455822,1,1,92.70240407111538,54.748849219804754
tier2,v10.1,v10.1,major_2x,32,19,17.061871138404978,41,351086,724212,96.14099688368684,567,9,27,on_premise,12,35284,2203,6795,90.12755200816167,rolling,28.64186958090891,scrum,7,1,1,1,1,1,1,0,1,1,69.02184988039261,9,61.32358705949946,1,44,1,1,10,0,1206926,1,1,100.0,46.23049844184342
tier1,v8.2,v9.2,major_2x,20,37,41.17580376599924,43,105388,750711,98.97145994921094,1938,6,21,public_cloud,44,26168,8574,8814,95.38200014895587,blue_green,66.28782546975532,agile,5,1,1,1,0,1,1,1,1,0,69.27768797354604,3,53.85528163843655,8,66,0,1,13,1,3825769,1,1,74.65686020512402,32.22572997460548
tier3,v9.2,v10.5,minor,27,18,60.88119740308006,35,190487,396472,98.50641580668201,526,1,13,public_cloud,20,22746,3236,2650,78.44400452747966,big_bang,58.561886831798404,agile,4,1,1,1,1,1,1,1,0,1,77.27080816820619,14,44.053846522498965,1,32,1,0,11,0,1061265,0,1,63.088968517991,79.23320790334101
tier3,v8.5,v9.0,major_1x,49,20,21.360054018084796,26,176910,441468,96.45230373095403,334,5,32,hybrid_cloud,8,18752,4820,2131,72.00522575515724,big_bang,17.11420073333025,scrum,2,1,1,1,1,1,0,1,1,1,74.4680280630174,9,72.78412953105574,1,11,0,0,5,1,1358539,1,1,88.82993456484053,60.546151865477015
tier1,v9.0,v9.0,minor,16,33,42.6973212608042,28,281357,302814,99.03703625798937,1323,13,18,hybrid_cloud,37,38540,3407,4572,97.593837031787,canary,53.38889286207302,scrum,4,1,1,0,1,1,1,1,0,1,86.16579200069945,13,79.1300544379892,11,41,0,0,16,1,3000896,1,1,99.27891703337583,25.058518128994677
tier2,v8.5,v11.0,minor,31,40,38.43715339658615,27,315110,589487,96.50639752555148,651,3,23,public_cloud,13,12876,7200,6747,85.05954282017161,canary,39.02970074096662,waterfall,2,1,1,1,1,1,1,1,1,1,91.02451283106807,6,66.94623422792249,7,42,0,1,5,1,2836542,0,1,38.123934135314016,64.73319876277574
